,simulated_based_on_ENSG00000156265,simulated_based_on_ENSG00000156273,simulated_based_on_ENSG00000170262,simulated_based_on_ENSG00000223692,simulated_based_on_ENSG00000237569,simulated_based_on_ENSG00000240755,simulated_based_on_ENSG00000264002,simulated_based_on_ENSG00000269950,simulated_based_on_ENSG00000277282,simulated_based_on_ENSG00000279648,Patient
0,2230.8607055302714,7316.818213921386,0,15.032485003308171,0,0,0,6.821329984804006,0,87.74600989673343,Abagael
1,1783.0863931940835,12631.9971289381,0,9.117851611443234,0.11497050284685909,0,0.04805894390737011,3.472903460648204,0,21.008268867732802,Abbe
2,598.1234801768944,6622.052168156479,1.3365751572221365,9.739177625406548,0.1288106184226453,0,0.07275037738911297,1.1862910013486463,0,6.207903893074963,Adelheid
3,881.1786412331533,8205.085586541436,0.9828421288791886,0.6794142831474002,0.04580645136399016,0.3122998022558399,0.11195119748713896,4.2311981134470535,0.2986385571904213,67.02241352019068,Agnes
4,722.2608711997372,7411.180531311243,0,12.272188871253974,0.12755255810414584,0,0,2.3115333014525445,0.6939389483207827,54.92546304409697,Agnese
5,1402.903292041117,9271.890877692753,0,8.877927319115832,0,0.9555080804931221,0.11862010605366556,3.455285700850869,0.41909377325219455,31.71391133396125,Aimil
6,2071.8613249755663,12238.501871468752,0.2524636616735674,0.9033164032044141,0.2564900874128845,0,0,6.421106770384556,0.365770202057081,33.35223483843828,Alison
7,919.8012325026374,9722.671750360847,0.5310892764926263,25.071182746576092,0,0.422595514828105,0,5.823923325809833,1.2673290150312186,29.852994882510835,Allix
8,1605.325907789383,12029.034206153605,0,9.176650346029822,0.2128513836704743,0,0.1714213574655662,3.079319793435434,0,54.18307240902273,Allsun
9,1043.034445786359,5175.542683719884,0.6031306409778261,9.327412923253444,0.07359164855380079,0,0,6.131341881851654,0.10458766787131529,38.28235622345935,Alyssa
10,1389.6245499470979,5617.230686878558,0,11.809969730928156,0,0.2517625217851666,0,3.8887233390283145,0.6862429513648497,0,Amelie
11,1613.330457279248,13201.80341016599,1.0379083479244473,10.664356691836286,0.015952015238285665,0,0.04637041185525108,1.836733710955405,0.09744635483795533,51.55358288843264,Angel
12,1965.251680730894,12755.332291639203,5.6281486712126565,6.672770596582873,0.22183965745634568,0.3828556271936943,0.01034798958175357,2.6914928772109543,0,29.681326403841197,Ania
13,1064.5840991009572,7025.1485453818395,3.1921146319457403,14.216352800336018,0.1539133230272676,0.23406831654401727,0.15868194103313635,2.2595219716690345,0,18.779521565938968,Anissa
14,1379.5718078187851,12165.005732277434,2.4002885036341812,9.840527148370361,0.26255566252570167,0,0,3.3704805014890233,0.9210872204547387,50.76869929793267,Annalise
15,762.530940735734,8673.499147056615,1.5737758316249306,11.274594112919285,0,0.28788147089592736,0,5.18926284667317,0.7364932142803305,35.41898479074266,Annis
16,2439.3313899175155,6177.216714526481,4.652890786067815,7.192907092080736,0,0,0,4.832660444901492,0,9.129828730684597,Anthe
17,1352.7008140687271,12680.34286773782,3.335983023398556,12.275415175921633,0.0709492593080154,0.7107896158371624,0,3.6197033169385735,0,96.02223245451705,Anthea
18,2093.3098689948256,11430.9937363407,5.47139079997195,4.948383031017711,0,0,0.17073229293728254,3.879741322922761,0,79.68907264337707,Antonina
19,1516.58681001373,7175.844345581907,4.816229815904489,2.3840720879476827,0.23618136724095218,0.8078158085914982,0.11016855420127258,1.1250253706935973,0.4920755533728376,7.520502799129844,April
20,1900.3443099253807,10055.030313863697,1.360264635235766,0,0.010826209167959632,0,0.12371914389838212,5.634876991489463,0.3577012563701486,37.77190641016931,Arabelle
21,1249.8289916408485,7321.005580883445,1.688072753925733,9.376254519411765,0,0,0,7.10196165020341,0,5.509612965463077,Ardyce
22,262.07107245808106,1770.326828131424,0.6901689190040659,4.013584894958078,0.07879304300455738,0.560202694883235,0,2.7427514117506284,0,22.78027515658512,Ariana
23,1550.3058839875794,4568.025940836581,3.7464570752924566,7.584806001643559,0.0024996870175796465,0,0.14890952367396879,4.568173423565318,0,70.94008404451607,Aubrey
24,1638.0875407661413,11599.092976641332,0,20.39350298728918,0,0.4267044529700572,0.09731388554342582,5.4322399810884265,0,14.368566349058288,Ayn
25,1385.2222374244614,10777.279534573518,0,12.39670062039959,0.2842762282600467,1.7600479955140411,0.12651489608587682,3.4862825296081867,0,30.459812224565425,Bamby
26,2609.778755573001,14514.549113485722,2.0613358187313655,2.6094965546410176,0.1014313825183518,0.5286559323117225,0.014554165315553372,2.881933966576863,0.01101296380327299,16.47105807785334,Bari
27,1453.8635714272841,7337.66416446734,2.236199328392945,6.086188577266777,0,1.4893166755415155,0.018713187231869564,2.1358685241505575,0.01718823224685259,41.357170652709286,Belvia
28,1490.4925791269175,15515.483951159918,0.3151758935395701,4.624574891720416,0,0.6770465657168556,0,8.631212797318883,0.13890841617211608,13.56680599926938,Bernadine
29,732.4005546494903,8801.171322148273,2.9169244640450067,1.036868739853607,0,0,0.02162467973344505,1.923346579791398,1.076635511473658,2.695642084299017,Bettina
30,1717.790883144473,10075.287716242996,2.2487389283307526,7.389558761415649,0.14260839541126677,0.1617946275847925,0,2.6976528113768627,1.1935264573189026,31.631963494150373,Bettine
31,860.519732607048,9446.251564222906,0,12.591509677806137,0.3146485813014225,0.26043487556434647,0.03533317952152174,4.580557922124284,1.0482370371462206,11.263733583679326,Brandais
32,746.690244020382,6478.383972750946,1.091699543046592,10.904607626669206,0.29715332740764766,0,0.015523496067847607,2.6013783083692896,0,34.46035097225225,Briney
33,1356.7287005532933,9257.943967493758,0,1.254935870288807,0,0.2904177597706617,0.09558759917870739,1.0024908823978018,0,74.39754344692173,Brit
34,1828.9602280630775,10385.600411887219,0,8.323604238264032,0,0,0.029066062378899908,0,0.5424605047716164,24.41601813101513,Britney
35,1111.3854415021588,7526.89608421464,0,1.22131803449669,0,1.3882249607143746,0,1.0673071709124617,0,56.26323091163107,Brittni
36,1732.8578535404129,6284.029205135628,1.2847278899455106,8.38222481158037,0,0,0.020934729772897096,0.7966854899050608,0.7476790846877401,65.9656612291916,Caitrin
37,703.1015757914437,8082.270648805135,0,7.801727766345318,0.11576533066383288,0,0,0.8041725272771278,0,6.873673521754434,Camel
38,1431.8862610536028,5415.446092878165,0,5.261903819114817,0.05275039157054322,0,0.03683248087831316,0,0,22.36683277321186,Cami
39,2570.066386558726,7221.893888720737,0,5.70764187492337,0.06369073360672922,0,0,5.076896588631569,0,0,Caressa
40,1703.7336679100486,8477.768999143202,0.8108444919508196,13.766526915489969,0.08578857697525959,1.724286254312035,0.10296935929959457,5.807886777047431,0.18651245309474024,28.075501505203725,Carlen
41,702.5541611697689,2092.3500265248413,2.340970864389697,17.831746515270183,0,0,0,3.4794450986558685,0.20299152204090615,66.50065388955923,Carlynne
42,1913.0481795854232,5789.420022824799,4.764837859472345,7.163532002657315,0.01916137456245198,0.3440733170908597,0.0019674890829141523,3.1496179707822876,0,82.8026187932116,Carmela
43,1516.5398401117673,10425.303106098727,0,11.67576317472949,0.0322811337322569,0,0,0,0.07325222368991281,63.34660331818375,Carmen
44,1129.7902332410656,14735.750498712609,0,10.402185867519318,0.333410578192577,0,0,3.6129779572173524,0.05274683580745457,17.793942533077082,Carroll
45,2909.397023606137,9212.078500878259,0.567804920152112,8.262164902749971,0,1.2606543747869354,0,0,0.10786201918653696,33.42829004998218,Cassondra
46,2614.461694117209,8175.80660783359,0,3.0377747373215342,0.019704337869779754,0.3175067441759059,0.0741474689356712,3.5037838695367753,0,27.636809283112626,Cathrin
47,2218.299706176815,8175.947081538441,0.3926107905745979,7.544445922747232,0,1.5474035961995474,0.07969737442663571,2.369777473696395,0.9477463596249521,47.17026920141191,Celine
48,787.8690060276031,13938.787571083278,3.140649325843172,2.645388009175547,0.11377239439936525,0.05657425157906659,0,3.015193549178491,0,52.56039365544507,Chere
49,1659.8018606300964,4037.0078879467374,5.397946811851771,9.589305287339766,0.08563672317062708,0.9498039073997544,0,2.527819194182117,0.6538906689419761,47.025149206825894,Cheryl
50,1679.2303221478123,6813.2128287817995,0,14.72961603924199,0,0,0,3.525150212629712,0,26.49276863412146,Cicily
51,2009.8415573700681,9098.141905146293,1.158670021958254,13.307789013444308,0.009758845610939312,0,0.0882308172411462,3.190098758651154,0.4166087557978033,62.69626782455954,Cindy
52,1811.3239451671643,12226.901760032966,3.2156542668924746,6.767550274131432,0,0.727821356878497,0.01927485558769159,1.8457694186261104,0.6638798124014905,61.53064388720637,Clarette
53,1495.4949748756208,9593.903859008895,1.7149611626715004,18.203166787772393,0.04652543480456618,0,0.17941934427031667,6.784052628201506,0.7863973838129298,15.366228756483768,Claribel
54,2158.6606575121614,11251.093446635288,2.2706373236814317,6.54407608276766,0,0.3044160269790633,0,3.488443198984993,0,17.61467664099926,Clemmie
55,2037.946842800975,6994.275841292075,5.206505651641736,4.129707551124869,0,0.8875809833881385,0.042304381609725154,2.166764180171038,0,19.62501675121122,Cora
56,1392.9855950495476,6114.747624629768,0,13.750850171697543,0.0054806836234457985,0.3848137484898832,0.0812049037672613,3.8478256214340063,0.4472554038292702,50.05431206923916,Cordey
57,1650.638104577943,10028.675065888317,0,6.1301984038792785,0,0.8652262531081332,0,3.845062860432997,0.22522222000126726,11.642430522435458,Corrinne
58,321.7978337394909,13704.366072860743,0,0,0.3864202691335501,1.151047285235915,0,2.844911144656559,0,57.68241101314294,Courtney
59,1495.2900059737915,4600.518079355795,0.7770275791239916,13.94195054307129,0.037111644241061365,0.15448443518495067,0.11738039040918667,1.5387948453948532,0,53.73908194567087,Crysta
60,1216.7580222406752,9502.73201979674,1.481343912431736,15.792914376296007,0.14420244943307373,0.7156776329894656,0.1976951001808484,0.6028557669917258,0.12460960512258605,39.2038733998398,Cybill
61,2014.0435833002534,10527.770967312194,2.0783686530935626,8.53164926961256,0,0.05089998361273018,0.07408093833433382,2.6669727292897765,0.806070193292279,50.027777930005655,Danyelle
62,1928.191881977537,7708.183233434776,0,5.218447810163571,0.06867895732404995,0.6144415206042857,0.0032209338530821757,2.5330022912472985,0.14549317780211166,0,Danyette
63,2020.9061515235064,6849.532495001719,3.1990233922418367,14.271724857780246,0,0.3926194430515748,0.07637438522659185,4.7513553408417,0,30.035820007697886,Darby
64,1388.6966460278884,9582.541164124812,0.15931635137643552,16.90148387779719,0,0,0.006152770467174764,2.8730434322439358,0.010101558430495233,70.33765075267206,Darlene
65,2180.244409224766,9345.904715214348,0,10.066440742413082,0,1.4123210842852252,0.017833871536603187,3.0945892878002748,1.0659402062831715,64.997492151655,Darya
66,1845.5424759656607,9989.078279921014,4.177660020981319,15.64006268389728,0.2548064315535224,0,0.13113252884619142,2.2643286519968204,0,0,Deane
67,2013.4475385777714,12022.899942765873,0.4539653486683912,7.41688713313789,0.07366538769425156,0.8689462008966293,0,0,0.049014556082916355,36.30528771702101,Debor
68,1341.3699913993223,10788.271712135553,1.498882785533846,6.699920220752576,0,0.1953239134206603,0.10330683317993898,0.27977855965788856,1.0239148425570583,32.53152267270363,Dee Dee
69,1430.2871197130985,5744.580640399142,6.662373906635448,9.918292187373115,0,0.0821317884846478,0.06435609886366249,4.025745922867477,0,53.31827353946159,Deeyn
70,1559.7923345588742,6742.283165120829,1.9089948410877988,1.4914646883481097,0,0,0.0007542704166078858,3.108775066070366,0,51.218596140109085,Deina
71,1194.773778088104,5219.7753117316315,0,6.602784299018068,0.20275456392115382,0,0.0041978849761968974,2.891373337924219,0.3952558911666102,28.304974497687176,Delphine
